epoch,train_loss,eval_loss,eval_top1,eval_top5
0,4.620255914675135,4.618560952970297,0.9148514851485149,5.00990099009901
1,4.565144023116754,4.273688428217822,5.433663366336634,19.500990098943806
2,4.465831733885265,4.003809405940594,10.297029703272452,29.267326736148043
3,4.377966498031097,3.748158725247525,13.714851485148515,36.162376237557666
4,4.307536267909874,3.619787592821782,16.50297029295062,40.201980194393954
5,4.226506022368969,3.731227722772277,14.574257425818113,36.51881188149027
6,4.173790469461558,3.258902691831683,23.38613861726062,50.35247526142385
7,4.128459695245133,3.014087561881188,28.641584157660457,57.35049505675665
8,4.022473654779447,2.9647855816831683,28.201980196131338,57.02178217821782
9,3.9593178642039395,2.838087871287129,31.22376237631316,59.877227726095974
10,3.9082259304669438,2.7064763304455446,35.354455452040874,65.24356435009041
11,3.89664803394655,2.566423886138614,37.92871287445975,67.0732673424447
12,3.8970328399113248,2.5108449876237624,39.91287128501364,69.29504952368406
13,3.7736958111224532,2.417318378712871,40.297029699797676,69.62376235629544
14,3.7537138235001337,2.369495977722772,43.99603961695303,72.46732673750773
15,3.7261331957213732,2.2537288056930693,45.46534654855256,74.60594060312404
16,3.7734702265992457,2.272652073019802,44.502970303374944,73.6831683325437
17,3.7276891737568136,2.414032332920792,42.45148514534223,70.5900990032536
18,3.6460419706746836,2.1215314047029703,48.18613860993338,75.91287129558903
19,3.578119526104051,2.1524272122524755,47.45346534321096,75.59207922061127
20,3.6511828283063408,2.12912515470297,49.5920792151725,77.19603959912592
21,3.6167291702867366,2.053720915841584,49.99603961060779,77.78613863984665
22,3.6202486502070004,2.087121287128713,50.20198019484718,77.64752476758296
23,3.5896177940628156,2.1932178991336633,46.73663367847405,75.56039602449624
24,3.5431483829913497,1.8399209467821782,55.05742575677551,81.7742574348072
25,3.6004957812173024,1.895673422029703,54.03168316559744,80.83564355952197
26,3.595827947668478,1.9073623917079208,54.0950495161302,81.12475246013982
27,3.5693848927815757,1.8639627165841584,54.906930696393005,81.23564355227026
28,3.6011724909957574,1.9364665068069307,53.904950499883974,80.87524754469466
29,3.551392564968187,1.9554633353960396,52.57029702275342,79.6237623605256
30,3.505965013893283,2.030855662128713,51.08910891723633,78.30099011472193
31,3.5242460438994323,1.8804941212871287,56.04356434011932,81.60792081927309
32,3.4838729472387406,1.852756188118812,54.93465346504438,81.14059407149212
33,3.5658505027796945,1.8458863706683168,56.06336634811552,81.97623762980547
34,3.5001708261009785,1.8449365717821782,56.558415856389715,82.91881188360536
35,3.4627240190700608,1.9075507425742575,54.910891086389526,81.14059407934812
36,3.4070137406693024,1.7893111076732673,57.53663367122235,83.16039604927289
37,3.4610069965829653,1.8639846844059407,54.59405939868889,81.09702971868232
38,3.458717307265924,1.8148138923267327,56.18217819848391,82.22178217398766
39,3.4271106914598115,1.8603941831683168,57.310891090317526,83.10495047692025
40,3.4050354811610006,1.847575030940594,55.30297029763401,81.21980199651435
41,3.4048188770709396,1.6581884282178219,59.98019804578725,84.71683170008896
42,3.4855902649107433,1.7273251856435643,58.97821781936494,84.28118810370417
43,3.363630405088671,1.6633535736386138,60.344554460280015,84.72871286705697
44,3.330279293514433,1.723927057549505,58.00396041839902,83.34653467703338
45,3.422784917208613,1.6000554610148514,61.88514851877949,85.79405939083289
46,3.3831011275855865,1.7891136293316832,56.724752483707846,82.41584158355411
47,3.3516360205046984,1.6905013923267327,60.23762374243406,84.6653465582215
48,3.36846323889129,1.8205660581683167,57.54851486266485,82.99405942588277
49,3.4011226803267083,1.6830452506188118,60.79603961876595,85.06138614465695
50,3.384958366147515,1.8866837097772278,56.13861385866675,82.3722772089892
51,3.3424556125588967,1.7441261602722773,58.81188119174466,83.90495048356765
52,3.2791384142272326,1.64718224009901,60.68514853358505,85.39009903346903
53,3.3649905684853896,1.6823288211633662,59.73465347320254,84.62970297634011
54,3.3464062019270293,1.761560488861386,57.28712870743251,83.06534653042331
55,3.380140009380522,1.6284715346534653,60.63762374968576,84.859405950263
56,3.3510162051843135,1.511642636138614,62.79603958401822,86.52277227964495
57,3.3609619578536676,1.835565594059406,57.611881185399426,83.065346529819
58,3.36249388156294,1.6179501856435643,61.19207921215095,85.7108910879003
59,3.360254649402333,1.7280131497524753,60.02772278345694,84.24158418198387
60,3.403954048545993,1.7326336633663366,58.942574269511915,83.83762377567102
61,3.3234355336143855,1.7500417698019801,57.84950496439414,83.69108912824876
62,3.335711245634118,1.6731143254950496,60.89108909622041,85.44158417533647
63,3.3581830044181977,1.6217256342821782,62.78811883061475,86.1148515123424
64,3.2120372519201164,1.5644252784653465,62.019801998931584,86.0712871522809
65,3.24407012122018,1.604797416460396,61.449504945056276,85.72277228689666
66,3.273363262617669,1.6389696008663366,61.413861366800745,85.42178216008857
67,3.2316189996239277,1.6218688892326734,61.66336631669148,85.80990101366704
68,3.316045808143356,1.7437890625,57.93267326430519,83.18019803611831
69,3.2557033162538698,1.6039133663366336,62.716831680751085,86.43564358792446
70,3.3496342500050864,1.5961696318069307,62.863366348719836,86.29306930995223
71,3.2662253136537513,1.539180770420792,64.01188117542833,87.21188118026281
72,3.325334560303461,1.8210598700495049,56.768316836517634,82.29702968484104
73,3.3088116078149703,1.545402614480198,63.94059405034131,87.19207920369064
74,3.314283006045283,1.711870823019802,59.532673278808595,84.06336632152595
75,3.3019022163079708,1.6504719214108912,60.57029704178914,84.75247523302134
76,3.328065098548422,1.5862720451732673,62.550495044066174,86.28514853841952
77,3.2968950985240286,1.4934197091584158,65.65148515999671,88.33663367303527
78,3.263630433958404,1.571467125618812,63.54059404671546,86.97029702184696
79,3.2513520263490223,1.596146813118812,62.07524752293955,85.4653465515741
80,3.3017492326749425,1.8852767636138614,55.112871267186534,80.99801978687249
81,3.302922482393226,1.4506751237623763,65.4811881272722,88.28118814600576
82,3.272155142154823,1.6241700959158416,62.506930708177016,86.35643563570835
83,3.268316452195044,1.6633541150990099,59.924752462557045,84.97821781755202
84,3.229602349858706,1.5445925123762376,63.68316831381014,87.05346537312423
85,3.2258332440642272,1.4916418626237624,65.16831683258962,88.1702970182211
86,3.2419545504511618,1.9508678063118812,53.17227723255724,79.23960395616588
87,3.1699864329123986,1.4210637376237625,66.0277227632126,88.21386140305925
88,3.228357342635693,1.6844558323019803,60.44356437093905,85.00198020708443
89,3.1832783384387997,1.4965725556930694,63.9762376255753,87.354455434667
90,3.2113120361250274,1.656361463490099,60.174257433598584,84.87128711360516
91,3.205466721333614,1.5349948948019803,63.683168310788595,86.8673267211914
92,3.1724180510254945,1.5152105507425742,63.71089109756923,86.80792080174814
93,3.1968496510771667,1.628245900371287,61.6792079153533,85.78613860963122
94,3.2009719683199513,1.4650481899752474,66.13465347441117,88.62178216371441
95,3.2048832153787417,1.6042132580445545,62.25742576130782,85.82574255914972
96,3.244713053411367,1.6634758663366336,60.21386139097308,84.29306931659963
97,3.2553978696161385,1.49526817759901,65.02178220057723,87.48910889638769
98,3.1882122600970626,1.4484846070544555,66.81980200316174,88.88712872979193
99,3.212724881918252,1.5478605352722772,63.65148517450012,86.9148515123424
100,3.2396071541066074,1.6209746287128712,62.281188106725715,85.69504951824528
101,3.1119396670335004,1.3155437035891089,68.55841586756942,89.6118811875145
102,3.152063617900926,1.4374488706683168,66.36831681597114,88.57821780727878
103,3.215430519207805,1.4304535117574257,66.41980196509031,88.6059405868077
104,3.1783254000605368,1.3435810643564357,68.58613860540106,89.53663364886293
105,3.2050055322192965,1.7994264387376238,58.637623770836555,83.82178217398766
106,3.214242310751052,1.5965316367574258,62.669306932506,86.41188116998956
107,3.1820299219922954,1.3755089340965347,68.54257423869218,89.68712870561959
108,3.176731221529902,1.3928251082920793,67.86138612592339,89.58019801919767
109,3.1940494540597304,1.698556234529703,59.37029701399095,83.76237625091855
110,3.1972195956171774,1.3806492883663366,66.67722772458521,88.54257427797224
111,3.190731243211396,1.5023314124381189,64.9267326787061,87.58811881852859
112,3.1922644222674728,1.4900336478960396,67.06138615070003,88.97029701882542
113,3.045382275873301,1.451847385519802,65.53663366155341,87.89702971263924
114,3.111873362340084,1.6037697246287128,61.22376238469794,85.11287131432259
115,3.159454227304783,1.4303555074257426,66.7247524806863,88.73267325282333
116,3.0986382312515155,1.3423343904702971,68.30891090680113,89.43366337963143
117,3.1315834376276754,1.2915982363861387,69.85346537312422,90.30891091163559
118,3.1046514219167283,1.3953250696163366,65.4257425796962,88.18613863078203
119,3.107086165421674,1.378707766089109,68.70891090680112,89.9564356254351
120,3.1147345734291334,1.3684774133663367,68.76435643020478,89.63168318161162
121,3.1007746320192506,1.2629584235767326,69.44158414995552,90.32079208948116
122,3.1797056619812842,1.565706760519802,62.95445547152982,86.24554456049853
123,3.0966000929981674,1.274228728341584,70.02376239194965,90.51089107460551
124,3.1752371820462804,1.5206893564356436,65.77821783386835,88.22574258755222
125,3.1729192474261434,1.3249634127475247,69.87326734244469,90.34059404490253
126,3.069152984489389,1.3964777227722773,68.20990100581103,89.58019800529857
127,3.0180448415328045,1.277013536509901,70.50297032361928,90.53861386440768
128,3.119180591738954,1.3363625077351484,70.30099008390219,90.67722771552057
129,3.10240219888233,1.327305228960396,69.20792081866878,90.04752473797184
130,3.104388918195452,1.4677026222153466,65.44554456352007,87.64356434555809
131,3.1000718097297515,1.3659993038366336,69.12871287310006,90.13069305480353
132,3.181509815916723,1.3148237933168316,69.51287128894164,90.10297031395034
133,3.0866785552225955,1.7245436262376237,58.799999990935376,83.48514853841952
134,3.0704496766434235,1.2975860922029703,70.34851487807472,90.48316829870242
135,3.011699676513672,1.3032250928217821,69.4693069113552,90.20990097922146
136,3.0830637986968163,1.370076577970297,68.40792081806447,89.66732672844311
137,3.035017801790821,1.301753635519802,69.11683169162863,90.30891088685895
138,3.0701952450940397,1.3146100711633664,70.15841582587214,90.49108909440749
139,3.0928626968747093,1.2736565594059406,71.3108910740012,91.22376240040997
140,3.0509779209993324,1.319456489789604,69.57227722651416,89.72673267991472
141,3.012391187706772,1.4390915841584158,66.86732675865854,88.64554454659944
142,2.992149865546194,1.237229192450495,71.57227724706064,91.16039602872641
143,3.126625174567813,1.2010887221534654,71.95247524269028,91.44158417896233
144,3.0787309124356224,1.1848507116336633,72.08712871468421,91.42970295941947
145,3.00608423777989,1.3185554610148515,71.06930692223276,91.15247525417215
146,3.0580025822126946,1.2132998530321781,71.93663368995591,91.3108910957563
147,2.99539539603149,1.1895102103960395,72.95049505856957,91.75049507005144
148,3.0575432063770944,1.2311259282178217,72.44752477181312,91.58811883242768
149,2.9646638153361624,1.3407264851485148,68.09900988165222,89.57227722711846
150,3.0240064867499736,1.3673486231435643,71.00594062064899,90.67326732975421
151,3.129969853122218,1.2778934870049505,72.52277230381729,91.58811879375193
152,3.045682744914983,1.4103357054455445,66.39207922000696,88.49900989675994
153,3.031507295816123,1.1622488784034652,73.05346533807433,91.85742574922165
154,2.98402417435938,1.167319306930693,72.4198019928885,91.60000002054649
155,2.9898326672664304,1.2437831837871287,71.0297029823832,91.10099011230469
156,3.0215120445303367,1.220443572091584,71.61188119718344,91.25940596114054
157,3.093657620099126,1.2318266553217823,72.19009901896561,91.48514851787303
158,3.0066799614705197,1.206721650680693,73.36633664635384,91.86534654130085
159,3.0913055543185903,1.1844898669554456,73.42970298661336,91.87722773304552
160,3.0106023071574515,1.1417628790222771,74.00792080839554,92.0990099076375
161,2.979906445457822,1.2284287979579207,72.51881189387859,91.68316834100402
162,3.041155446954325,1.1701403155940595,73.98019803611831,92.24158416868909
163,3.0361462936920374,1.169980120668317,73.34653463835764,92.02376236898593
164,3.0392568533112403,1.1876787979579209,72.55049503741878,91.88118812545927
165,2.960507331251287,1.147693030631188,74.26534654734394,92.43168318886332
166,3.0320803178410953,1.194318224009901,73.98415843215791,92.19009901654839
167,3.0474661856281515,1.1447340269183168,74.2178217809696,92.47920790991452
168,2.920731784535103,1.1538421256188118,73.30693070213394,92.0633663257561
169,2.968003748225517,1.1025055693069308,74.08712871166267,92.39603959308285
170,2.966096509881571,1.1192913830445546,74.2336633790271,92.42376240040996
171,3.0066669311653187,1.197951848700495,73.63168315320912,92.1148514917959
172,3.004360614179754,1.137799504950495,74.06336633542504,92.26138614526126
173,2.948286935585697,1.1244091893564356,74.60198019318534,92.41980200437035
174,2.942234400989247,1.1403366336633662,74.28514852754196,92.41188117724126
175,3.0276464475255436,1.0951707534034654,74.914851497839,92.62574258090481
176,2.980134592575281,1.1584650758044555,74.50693068823485,92.43564355710474
177,3.021748755253902,1.1611966274752474,74.72475247403891,92.53069307958017
178,3.046552443990902,1.1309542465965348,74.83168316348237,92.56633664031077
179,3.0413981246299486,1.1031298731435644,74.89108909017733,92.67326735090501
180,3.0644440732034695,1.1381364093440594,74.79207918918723,92.6059406007068
181,2.984111860495846,1.1236302599009902,74.78415842853207,92.68910891753848
182,2.9225840990235206,1.098569500309406,74.86336635295,92.72079210338026
183,2.9082945804206695,1.1370728264232672,74.89108912160137,92.60198022219214
184,2.99096949570844,1.123577312809406,74.99009899116743,92.67722774694461
185,3.076084399709896,1.1208777073019802,75.1207920918984,92.69702972714263
186,2.9136630888698862,1.1149845297029704,74.8712871450292,92.693069299679
187,2.8880576941431784,1.1039392404084158,75.10891090377959,92.76039604625136
188,2.9858725022296517,1.1216157564975247,75.06930692948445,92.71287131130106
189,3.0661363390838208,1.1025293162128713,74.9148514839399,92.7405940485284
190,3.0096111313826373,1.1069871209777227,74.99009899116743,92.78415840496403
191,2.938228639615636,1.1300837329826732,74.96633663245476,92.74851485813254
192,3.0169937156495594,1.1181090655940593,74.96633663245476,92.7722772518951
193,2.997166696859866,1.1164943146658415,75.0257425869479,92.8079207987266
194,2.934799440863992,1.0742413366336634,75.1128712859201,92.82376238288502
195,2.843097281293804,1.1106806157178217,74.9623762327893,92.81980196932047
196,2.9353021715774017,1.056035078898515,75.2712871450292,92.9108910957563
197,2.9097798681583535,1.0838841274752475,75.20792079087059,92.8475247415977
198,2.896349222481656,1.153020072710396,74.7603960559203,92.68910893506343
199,3.0634369347371213,1.1554786123143563,74.89504948621693,92.68118810793433
200,2.940392555833674,1.0576092976485147,75.3188118799795,92.86336634328106
201,3.0209595540753837,1.1248567837252474,75.08910892720742,92.7524752716971
202,3.0101437795729864,1.1026387298886138,75.15247526384108,92.79603962813273
203,2.926715524829164,1.1215873298267327,75.0178217809696,92.70891091526144
204,2.91808152036602,1.081767713490099,75.30693069186069,92.83168317496423
205,3.018250184805215,1.1131412824876237,75.1168316819597,92.77623763040977
206,3.012427636555263,1.1132345297029702,75.10495051136583,92.7009901056573
207,2.9675740254979557,1.1281347462871287,74.97029702849436,92.7168316898157
208,2.9119668850282423,1.1227428449876238,75.1168316819597,92.79603962813273
209,3.0110075927916027,1.1240485380569307,75.07326730799912,92.75643563631266
